txId1,txId2
230436743,232437283
230437640,232062518
232428618,231502557
230438479,232904582
230464780,232906716
232034939,232034936
230968952,231178359
230966618,232438397
3846528,3874463
232454798,54732584
232907285,234459963
232443612,232444880
3880766,232459630
89273,59184908
232033966,183320189
89273,14938386
232458515,230526943
230649117,232439984
89273,57319992
33824628,230630135
230338678,232073795
230595710,232034939
230438466,232440106
3880667,3877983
227338369,230522934
230459277,232926141
230464766,230464771
3880653,3876487
89273,230468662
230524978,230524975
89273,230406515
37232600,21696456
232404249,22115259
234075333,234075335
89273,34300945
195237909,230527735
232413670,232413667
232444501,232444499
3205536,230451730
3766651,232029206
232013266,232029206
63006056,230663643
232457891,14849314
230602355,232361296
3403752,3401438
232778357,7089467
230422092,230422090
232034935,232036647
89273,232959346
196619563,40587631
230968861,231179638
55022339,230642655
230340190,230945818
71384764,232396277
7089693,232438397
230389796,2717498
231178835,231179679
230537124,11340045
230436761,230436760
232439983,230681119
230473317,230579323
230473483,230473461
89273,230968952
89273,5662056
3768941,3766651
231995250,230473480
230465231,232904028
232046504,230449516
230448370,3878618
89273,3891413
230464759,230464766
230444451,230444448
230456734,232438397
91496924,232898395
232451413,232451423
232910077,231188282
232397581,232397400
192823764,206142478
89273,3863824
21696461,2813778
208590808,232431910
37234025,232437488
230422092,203808992
230406515,232448785
231995761,230473483
232906649,232440027
89273,232439175
89273,230412060
89273,230448396
89273,230471551
230526083,230525732
231995762,230473483
89273,230464759
230334819,232346245
71367715,232438397
89273,230969365
232453648,232453645
1913117,232909292
231177063,2758467
230438471,232444501
232031596,230444451
3875116,3875136
232464074,54734938
232907295,65795604
232051671,232351356
230461031,232439983
230465367,230518236
230523211,230529019
230636186,230746742
230353892,2706899
230432792,230969378
3878742,195237909
231181199,231269959
12878074,7757447
230339682,207801396
230468082,14843991
231996125,230473483
232009689,230444452
9221284,232457167
230442067,7089693
232034934,230438474
230472241,232544880
230530295,232031824
89273,230468668
89273,230468013
232034707,230404574
232008502,232431883
232431898,2758467
71369866,3239815
232034945,230438482
89273,49960790
89273,3838133
231028597,232438397
230847032,230847499
231004407,232438397
230452751,37233988
232071123,49960790
230438486,232908760
230333626,230602355
232401224,22949008
230456625,230456618
232353291,232451413
2311553,230391409
232034651,232469426
230445946,3876980
230446999,230446998
3399422,3420267
230403088,232465856
23812310,195237909
232037097,230531148
230444461,230444448
232034264,232437954
89273,230552327
232679778,13239483
1913117,49960790
231192341,2758467
230464751,232457179
2850007,231180585
89273,230469214
232354197,230468041
230703697,102874126
3405488,230946692
89273,230552328
3406800,32700972
230438468,230438466
3386635,230448737
89273,230639670
232432895,2880930
232402903,82706446
3881497,232456360
230448391,102029923
89941897,2893861
9425781,34300577
3757070,3767838
204236566,219841229
231995679,230473477
230650549,230550393
230594649,232672940
3881912,3881930
232046031,232349483
232468003,182448481
102664424,230438870
230523212,230529016
89273,230468660
3875725,232438397
213007221,230422126
3435817,3864947
230468042,232009676
230339656,230601403
95679861,230473483
2850408,3406989
230438477,230647313
232033970,232033968
1913117,13239490
232037098,232037097
89273,230646558
232904579,232439983
89273,230447404
7550645,230623077
232672940,232348828
231176188,39522302
232072009,232458515
230442471,2881274
232031789,232031788
232444502,230523211
230437640,230437634
232001654,230473478
232040050,18249608
21696455,293323
3880576,3880066
232034949,232037410
232396277,231141205
232907272,227338369
89273,231028831
3851279,121435080
230403082,232465856
230941366,232054853
234458119,71366905
218531044,2881273
230436760,5051852
231180839,16640457
89273,230610774
3880228,232438397
232006620,232438397
232443223,232472215
231995687,230473477
32700972,232444878
231996109,230473483
230349989,232034707
232444881,232471941
89273,230970140
230457095,2881273
230459282,232900729
230473578,60492027
232448418,232448416
232703120,232383230
89273,3903937
89273,230527331
230946692,230946408
231997599,230473481
89273,230465641
3239815,231177887
232042969,232679753
230577432,230451739
230473599,59397801
3775711,230433803
231996119,230473483
230473478,230473461
13015066,230473483
230339649,230601403
195227601,3740000
232359149,23518684
232431904,2758467
232034934,230461032
231169665,230901166
230946555,230473483
14558195,192393975
230473461,230770487
232467634,230537133
230473468,230473461
230594521,232034264
232472581,230523211
230436742,230436739
232353289,232470342
230438483,230439442
230649126,230649197
230423018,232438397
230680288,230529165
3876512,232438397
232034952,230438477
230683180,230539732
89273,233229832
232346248,230468043
232904028,232472561
232046508,232061267
89273,230394594
3880029,3880150
3383995,230599592
232468870,230521271
23864550,232054858
230467956,57801713
231029351,232438397
89273,230468671
89273,230578991
232346253,230457451
2864956,212689472
1913117,209968186
230468036,232438397
231990435,232903605
232448399,232448397
230444456,230444448
230456630,86313536
232446211,226861434
230473479,230473461
230946692,3768941
230437632,230438486
14843991,232460557
232034936,230464769
89273,206142478
230529042,230529040
89273,3925147
230452481,3880693
230768499,4595670
230647320,232438397
232462210,232462285
232910217,151305811
230437633,230438476
230438488,232904582
231028826,232438397
230446331,71373984
230325937,83251669
17796937,230456623
230529053,232472215
230336184,18249608
230531174,2881274
230391409,232467634
232906420,232443618
89273,230412057
232377112,230550396
232471961,232472201
230424162,14939186
188671066,230473483
230473477,230473461
230352707,230456624
14353875,230473599
89273,232959336
230338678,2881273
230644286,5662056
230391405,71017657
232039074,232440131
230390558,232438397
232348759,232037045
230438492,230438488
230684633,15087677
230405607,230405605
230457870,232925742
231996126,230473483
230461032,230461031
230340190,232349075
89638436,232448416
3768470,3875116
230343385,230461031
232071123,230550393
232904579,2834813
230438472,230438471
37786466,231241751
14938386,196629648
232812034,213736040
231035673,232042947
89273,230969910
149112705,230473477
89273,89435610
230438487,230461033
232412793,232412791
230527331,230527319
232039888,196538395
3424741,3408102
232344069,234419685
184703182,231573972
3882627,232438397
230464549,232462281
54492383,2758467
89273,232470342
231169665,231179598
230345948,230746742
11011839,230528762
89273,195237909
230464769,232062518
89273,230470045
73235357,31919623
232339043,231993291
89273,232448397
3408003,232046508
232014220,230436948
3420566,3424859
89273,230438463
232909458,231196797
232038325,37232682
19084356,230649127
3849610,232403758
3420754,3882798
230326754,232360625
232406455,230457866
232062518,232448383
230528720,230528710
234024792,232383230
3419291,60492027
232472208,230529053
89273,230424153
230456734,230456729
5168113,232675061
230444846,230444448
230456709,232903605
7550645,230394591
231995249,230473480
232457884,5517551
232035280,232439373
230847009,232029206
232471941,232471961
230456719,230456714
232465861,230521268
230451730,2717498
230679204,150991361
232892365,230578938
89273,230529023
232437954,230528720
232444880,232448379
89273,42094373
14847524,230550396
231181878,50363349
59184908,232448362
230628190,230550393
231178359,27929553
232001647,230473475
3376469,71369990
230531646,230529025
232036662,230438487
230411299,232400434
3881866,3876512
232037045,230438467
230526943,230630508
230464782,232443607
89273,232467026
232431935,2758467
89273,230468274
1913117,233229832
230457454,230457451
3880217,3880228
92571083,230521269
230847079,232029206
89273,230683551
3405005,230442067
232400013,201713118
230457866,230465373
230530295,2881273
10983754,230451730
195215469,230540196
3878606,232438397
230422090,232412793
89273,230529048
230446342,3376469
210449235,232437287
89273,3881827
27800808,232451376
232443607,230524982
89273,232041790
1913117,232457915
232396270,230610774
232440023,232440022
232033556,10975232
230523203,230523200
232009938,230390233
89273,230464780
205393464,36667095
89273,230468782
92571081,230521269
232041790,231176204
232448383,232444882
230471896,230653291
230945818,3880576
3421848,3407031
230326431,232347748
230814630,232438397
230529165,230529048
89273,232940307
230464759,232440106
89273,7402053
208587985,24138725
3402009,230512979
89273,230464776
230452759,232905682
230523203,230681578
230969943,231180580
230465357,230579563
151223578,230473461
230451676,195237909
230438467,230438466
3873829,230679216
230540206,230540196
89273,230389787
195312780,204236566
232904744,232443607
230649117,232440097
232350659,230566445
230969378,232438397
71367974,231178807
232913899,230578985
232403823,230101133
230448737,67786007
29922517,92571083
4959428,10437353
231034733,232457123
4454658,230473598
230649652,230550407
17128828,230456630
31663613,60492027
230438845,232438397
230449516,230449513
89273,3897291
89273,230469212
232072340,232353291
230347018,207801396
5051906,37234018
232033953,2912780
42094373,14678301
7398153,80045921
231133568,230530058
226902381,230530273
89273,5514838
293323,2813778
231995064,232468876
3391095,3400134
231176204,231176212
17387772,2717498
230331370,231993291
232457913,6172367
232456357,36419682
232037100,232440020
232443614,232443613
230451735,230451730
230521271,230521266
230531645,183323666
232363566,232383230
232431904,227338369
89273,230746742
232038821,71384764
230403084,232465856
230346949,207801396
1913117,233227303
89273,230468674
232047756,3873829
1913117,232124773
230432810,232042915
230452774,232354183
232040293,195237909
3877919,3687692
89273,232440017
231017514,2863012
232431883,2758467
230531168,2881274
3877156,232438397
230354696,14942862
232361286,232470342
71369010,232438397
232461949,90523481
230436750,55022339
89273,3881087
232448789,232448788
232008926,230456717
89273,230461049
231029330,231043940
89273,232062109
230339481,230595343
230341375,230969226
230523204,230523212
14660984,230452742
230405609,232465856
232440028,232443610
230595343,232039381
232926666,230575457
40623301,230456622
230595329,40297647
232061267,232438397
230438466,232443614
231174733,230537139
89273,178479614
3881034,3857990
90523481,28191716
232440109,230524978
230339486,230595343
3768470,3764407
230659131,230659139
232029206,5119722
232360625,230670913
232054853,2717498
232506308,90542994
55639381,40255840
232008172,192393975
232345690,230456623
14060213,36763524
230464782,230464780
89273,232440022
230946668,232029206
19128841,230684633
89273,232448376
231192284,231182310
232039381,230438487
7089467,5151164
230436736,230793200
232916687,7991441
40255840,232473204
219861308,232437943
232036654,232036662
230438477,230438476
232472201,232472208
232034935,230438474
89273,230969943
232460557,13285375
231990430,232903605
232034941,232036658
89273,230643592
230438538,14558195
230679216,54735201
232346255,232029206
230350275,230602580
230437700,232438397
3401448,3401466
230659139,230659146
231995681,230473477
230470033,88541341
232034941,230438472
230530244,2881273
230528695,2865010
232039074,205392811
230394576,230085413
232353604,230703697
3401438,232470342
230456718,231253425
89273,3882798
230461358,232467026
230592118,230442067
230531172,2881274
89273,230461031
89273,3916977
89273,13239490
11343564,230457870
230527735,14827602
230465203,230550393
1913117,233233227
232443613,230529019
33951489,230557033
232406455,230526084
232925742,232472244
232346255,2453685
89273,230448370
230339649,29610273
89273,230446528
232348187,232353604
232382461,232383230
3435788,230442067
232349071,20299716
89273,40297649
230526943,2855928
89273,228701568
82072649,232346255
231188282,232460270
89273,230468676
230529044,230529040
232348828,232036662
3881167,3904474
230339477,232034941
3881827,87977367
231036638,232438397
3875136,232438397
232909272,231179622
232448376,230681123
7658496,195237910
232439175,232439173
232444504,232444502
3880822,232438397
232431935,198640224
230456732,230456729
89273,230438107
230446998,37755948
10687175,232926666
230448070,3925879
3878647,3857656
230470029,230530336
230456623,230456618
231181199,231164314
10437353,230550396
230418891,232907277
230847053,32858679
232035051,230438482
231028831,232456364
206366496,230540196
3878694,3878718
89273,230465660
14849314,6560240
3881034,73235357
232346253,232029206
230457451,83251669
230526938,28798027
230539744,231993291
232458909,232470552
3408181,3423872
231995678,230473477
230456714,230575457
230436948,54306935
232440109,232444882
230343128,3378829
230596505,232429322
232047417,232047414
230438471,232904579
230438516,75332827
89273,3881097
89273,230468689
89273,230468425
230334819,223097307
230745440,232454108
230522946,230522941
230748737,232927787
230594640,232669764
231175570,2758467
232045637,5123028
230336197,230530244
232431845,2758467
231996111,230473483
75332827,230670902
231995245,230473480
230465357,195237909
3875654,3877156
3851887,232438397
230437630,232906420
183323759,232397581
3891413,231178835
219841229,232906976
230464783,232440028
230681578,230523212
232037403,230437633
230436737,230436736
232344790,232029206
230456384,230550407
231996115,230473483
89273,230968470
231179652,2923375
230436950,54306935
88636308,232431910
33824628,232470704
230649107,232438397
232437943,230630134
231175976,232456367
89273,230523204
89273,230968861
230354696,207801396
230335044,230457445
117844308,230473480
232460270,54732590
231269959,121091562
230470033,230470027
89273,233842379
232467634,232467632
89273,232444504
232440137,36350939
232448820,232448818
232037410,230438492
231995257,230521271
68959537,230473477
230447409,3881034
232440097,232440030
89273,232403823
232898395,76866560
230456622,230456618
230468013,232375024
232398771,230519614
232027351,232031824
232444504,232448385
232051089,3875004
230449500,232903605
230411686,192393975
3391152,37232616
232906976,230612860
230449505,3876462
195237910,232039888
230465736,232910077
89273,230438516
230963675,89941897
230339465,232348856
89273,230446354
232348187,230456718
230453431,230453424
1913117,232907868
230335044,218528901
15192868,232680483
230412485,232467634
230339691,232040050
230679220,54732610
3877875,2868852
230449516,12760744
230331390,231993291
230522108,230522107
3857656,232403720
234075335,232383230
231043940,232438397
230539731,230539729
232339344,232031596
232910077,231440875
230575457,2758467
230473601,59397801
218531044,232029206
230464776,230465219
3912534,76866560
230464771,232440111
230444847,230444448
34381792,230528716
232036650,232036647
230451739,232428618
232033953,234461480
89273,230468835
3903408,232438397
230530273,2881273
232401511,196536224
89273,230528694
232346245,232029206
230531148,2881274
89273,232907272
230423334,33951489
232349075,183119510
89273,230451730
3423872,9359039
232036661,232037403
36189820,230473477
163941342,230770487
3403080,230442067
230465210,232457186
3882798,232909458
230663643,230456718
234461480,231178812
3878589,3878606
230418880,212689349
232033968,87823623
89273,230468728
230444458,230444448
3881167,14845252
230524982,230524980
232359151,23518684
3880017,232438397
232905407,5484969
230645824,231004407
230679233,54735214
232907277,231175976
230424173,232431904
89273,232392085
89273,232959343
230528716,230528710
230424230,230424227
230646558,196471940
232440030,232471961
196538395,212826630
232907277,230578937
230473600,59397801
1913117,232453418
230515089,182448768
113371659,230473479
4961135,57801713
230405614,230405609
3873829,3879955
89273,230456710
24138725,232439373
230339474,232348855
10437353,230683551
89273,230439793
230418880,2787442
232349075,84673906
89273,230468715
231182309,2758467
1913117,232907628
232440106,232443617
230437633,230437630
231178812,230712278
89273,230465357
230528762,5485746
89273,230468800
1913117,232797971
36716791,230442067
21696825,2813778
27553029,230411688
230530336,230578501
230328024,230518297
232046855,231028852
230444788,230444448
232443612,232443610
232908843,231181128
1913117,230550393
230392567,230085413
206222134,226889376
232347748,3740213
230643077,230391411
89273,231029327
230459284,230459282
230446354,5488136
183320189,232437292
231995677,230473477
3881941,230745440
232348091,232034949
230528721,230528710
230465219,230465227
86313536,4860508
3916897,3881138
3402672,3435788
89273,34300577
232354197,230451735
230595343,232037102
89273,230470016
230339486,232034946
89273,2865010
71724941,230456384
3846528,230679204
232350621,232461244
4443254,230550390
3880766,3882627
232054858,232054853
89273,230468707
232352910,230391411
5197391,218538602
89273,230448070
76866560,232470704
232013493,232029206
3876606,3903408
89273,230686565
230339498,7727126
212826630,230670902
230457090,232913899
230438483,230438479
232036658,232037100
230390524,232907277
4054666,232031824
3396404,3406800
3903393,230452481
232062518,232440097
89273,230468268
232031788,232440020
203808992,195237909
6134533,232465073
230530244,183140871
37234018,53332016
230440348,232438397
1913117,232438397
230468043,230468036
89273,89682133
135025925,230473483
89273,232437171
175036641,230473480
232354183,230451735
230423012,232903605
232350621,232039876
65821867,230473483
32120805,232432879
230965629,230965871
231996108,230473483
232456360,230528721
231836233,21155435
232046031,230965629
232444880,230680289
118658775,191263053
232903177,2813778
232637274,232956935
52418452,7089694
234068812,232383230
232378468,232383230
232037100,230464776
89273,230464751
3864947,232454798
230439442,232904579
89273,230468428
230400498,230444448
230579331,230550385
232348846,3739261
230968958,232050693
232349074,232050355
232439983,232440030
231197614,231180839
230339468,230468700
232031789,232034936
230448396,3881183
230466907,231169665
89273,207822171
232073795,22949002
230434020,89519925
232431931,232432895
232034939,230438477
232036650,232034945
230452742,71367974
230465219,232440097
89273,230468684
232460292,54732832
230595336,232348091
230468700,88636308
232034946,232036658
89273,232448771
232054858,37234018
218528901,230941366
232034942,230438472
230076465,212381118
225653584,230473477
89273,213736062
89273,230464766
230458583,230458578
29846258,230452751
230465227,232443614
232050300,231028913
232453410,14843588
1913117,232457903
232431933,2758467
230523212,230523207
232904744,232440023
28030823,232034271
3874964,232464260
89273,230557022
89273,230973596
230465373,230465367
232036647,232440111
65795604,15087677
232344790,232009938
232472215,232472220
230338271,231993291
232036647,232444880
2813778,87823623
89273,230524983
232907868,231182296
232348828,232037410
231179652,232465409
230339468,230557033
230447764,3898382
232047017,230451742
232453404,14222967
3876980,3876998
89273,230963675
11343564,232029206
232440106,232440098
230456709,230456706
7658496,89273
230411688,230453424
89273,3881497
232409454,2453685
230578984,2880930
230459284,232046504
232398593,183323662
89273,230464769
231026136,234458276
195237909,232448818
230331213,232339344
230459468,230639670
3389771,232047417
232454108,65682610
230414055,208590808
230339465,234029888
234039140,232383230
232440027,232440024
3389771,25444506
232453645,13773398
89273,230530058
230451676,2881274
232037403,230438467
214640857,226889376
230439793,232438397
234458276,6255484
230438488,230649117
3424818,230442067
230461033,232443614
231028817,232451940
89273,102585871
230389787,232941800
212706577,36350939
230434027,232047899
230521268,230521266
232071096,9425781
232363568,232383230
232460526,54735200
230436744,230436743
232431910,37914889
230520120,54732326
89273,230468702
230438479,232906420
230456624,230456618
230524983,232471941
89273,73120154
230394594,230394591
2453685,230468036
7398153,2757640
232448383,232448379
230969919,231181878
231178807,3420563
230438537,14558195
3881138,4932775
89273,230468406
230653291,12878074
230438468,230438488
230965656,232438397
230394591,232375024
199597966,230473483
3880029,2850007
230339756,230594649
89273,28326246
232892825,230575457
232382459,232383230
230338694,232036654
3768492,3764144
232001641,230473475
3435882,230599592
230411328,232958804
232910088,40779061
3401448,232042969
89273,212356532
89273,232424841
232400434,58158586
231174733,230526938
230438540,230622715
230390233,10687175
89273,230517614
232345692,230456623
232444881,232472220
230464769,230464766
75597421,2813778
3874463,2717498
75600727,232903177
230622715,4840269
89273,230465227
232348856,232348855
195237911,226889376
232908760,232443612
232396270,2821439
205392811,232439173
89273,3881941
3881183,3897406
232006620,232406444
51096093,232438397
230339656,230076465
212687404,232446202
230353405,232401224
230452750,37233988
230901166,232458933
231996112,230473483
89273,232071123
14845252,11278026
89273,230474369
230523204,230523200
230444448,232465856
232456882,232473525
232036661,230437638
192393975,230684633
230537141,230557032
232346257,232544880
231995672,230473477
230529009,2868852
195218115,230540196
89273,230470009
232431930,2758467
89273,230445946
232039381,232036661
230661983,230578992
89273,230424225
232035280,205393464
232440111,230524978
3768492,3875654
230331385,231993291
230339760,230594640
3912534,13300444
230526084,230525732
230446528,14060213
232071110,230649655
230847499,232039861
3899847,232464796
232400013,2880930
232431927,2758467
232359149,13908862
230328400,230524949
89273,230552339
232034271,230522108
229695614,230473480
230659437,232033966
230529019,230680288
230353892,230595365
230339770,72291442
23518684,48355954
2718035,232383230
232432895,3318945
89273,232436042
230680289,230529053
230649127,231174359
232037045,230437640
230336050,14942862
89273,197686857
183323666,182442258
89273,232031824
230456706,49960790
230459277,230515993
232456258,40941775
230461049,2858652
230467965,230467956
230465660,230578983
230621237,21696461
232014505,230461032
231177074,27800808
230592118,232346257
230946548,232350958
89273,231028874
3878589,230520418
232459630,54734942
230464780,230464783
230527765,230527774
199635150,7089694
35025113,232438397
232377173,230770487
3876462,2877834
230649124,232438397
230444455,230444448
232457123,230681545
232031839,232031824
230453431,232398593
3424859,3445065
232443618,232444504
226907304,230557036
89273,230391875
232448372,57319992
88541341,232906976
18010442,232448771
230524976,230524975
232049567,3881167
230412057,1582950
232446588,37914889
230578982,2758467
230461033,232906649
230411688,230411686
232440017,230524976
230390558,2787428
231996117,230473483
230339769,232035283
195233844,196538395
7214158,230473477
1913117,230552370
230352216,230602597
230448375,3880543
232027347,230577432
3881930,232438397
232383592,230669447
3880667,232910217
3876550,2717498
230538139,27527984
3916977,232909664
232400434,232415197
232348091,232037403
3912536,232438397
232909292,231197614
230594640,232034942
232444882,232444881
230645826,231028597
89273,230456709
230465367,232926666
95985627,81116822
89273,230557029
3396404,3403739
89273,230464771
3864947,3877118
46627729,230579323
230438107,230704774
231174359,232470552
3903937,232506308
231196797,231179875
89273,230966747
230581464,232903605
230474369,28297225
7727126,232404249
48355954,230456714
16753577,230612860
232052547,232438397
230449494,230449500
89273,232062518
230451742,230451730
89273,232927787
230539743,231993291
230658523,219861308
230704774,232439369
231990417,230436950
230473475,230473461
207801396,230473306
230339493,230595336
230449518,232438397
213736062,232925742
3407314,230448391
36716791,7089467
230389794,232346253
230338346,87889721
232907894,206225929
230459283,230459282
29610273,4054666
230405994,230457090
22179034,232438397
230540207,230540196
89273,230468808
232350659,86261919
232050845,3878647
232034950,230437632
89273,230518022
232457116,232457119
